Широта;Долгота;Склонение
S54;W097;29,2
S53;W097;28,6
S52;W097;28,1
S51;W097;27,6
S50;W097;27
S49;W097;26,5
S48;W097;25,9
S47;W097;25,4
S46;W097;24,8
S45;W097;24,3
S44;W097;23,7
S43;W097;23,2
S42;W097;22,6
S41;W097;22
S40;W097;21,5
S39;W097;20,9
S38;W097;20,3
S37;W097;19,8
S36;W097;19,2
S35;W097;18,7
S34;W097;18,1
S33;W097;17,6
S32;W097;17,1
S31;W097;16,6
S30;W097;16,1
S29;W097;15,6
S28;W097;15,2
S27;W097;14,7
S26;W097;14,3
S25;W097;13,9
S24;W097;13,5
S23;W097;13,1
S22;W097;12,7
S21;W097;12,4
S20;W097;12,1
S19;W097;11,8
S18;W097;11,5
S17;W097;11,2
S16;W097;10,9
S15;W097;10,7
S14;W097;10,4
S13;W097;10,2
S12;W097;10
S11;W097;9,8
S10;W097;9,6
S09;W097;9,4
S08;W097;9,2
S07;W097;9
S06;W097;8,9
S05;W097;8,7
S04;W097;8,6
S03;W097;8,4
S02;W097;8,3
S01;W097;8,2
N00;W097;8
N01;W097;7,9
N02;W097;7,8
N03;W097;7,7
N04;W097;7,6
N05;W097;7,5
N06;W097;7,4
N07;W097;7,3
N08;W097;7,2
N09;W097;7,1
N10;W097;7
N11;W097;7
N12;W097;6,9
N13;W097;6,8
N14;W097;6,8
N15;W097;6,7
N16;W097;6,7
N17;W097;6,6
N18;W097;6,6
N19;W097;6,6
N20;W097;6,5
N21;W097;6,5
N22;W097;6,5
N23;W097;6,5
N24;W097;6,5
N25;W097;6,5
N26;W097;6,5
N27;W097;6,5
N28;W097;6,5
N29;W097;6,5
N30;W097;6,5
N31;W097;6,5
N32;W097;6,5
N33;W097;6,5
N34;W097;6,5
N35;W097;6,5
N36;W097;6,5
N37;W097;6,6
N38;W097;6,6
N39;W097;6,6
N40;W097;6,6
N41;W097;6,6
N42;W097;6,6
N43;W097;6,6
N44;W097;6,6
N45;W097;6,6
N46;W097;6,6
N47;W097;6,6
N48;W097;6,5
N49;W097;6,5
N50;W097;6,5
N51;W097;6,4
N52;W097;6,4
N53;W097;6,3
N54;W097;6,2
N55;W097;6,1
N56;W097;6
N57;W097;5,9
N58;W097;5,7
N59;W097;5,5
N60;W097;5,3
N61;W097;5
N62;W097;4,6
N63;W097;4,2
N64;W097;3,7
N65;W097;3
N66;W097;2,1
N67;W097;1
N68;W097;-0,4
N69;W097;-2,3
N70;W097;-4,9
N71;W097;-8,6
N72;W097;-13,7
N73;W097;-21,3
N74;W097;-32,4
N75;W097;-48
N76;W097;-67,1
N77;W097;-85,4
N78;W097;-99,6
N79;W097;109,3
N80;W097;115,8
N81;W097;120
N82;W097;122,8
N83;W097;124,8
N84;W097;126
N85;W097;126,9
N86;W097;127,6
N87;W097;128,1
N88;W097;128,5
N89;W097;129
N90;W097;129,5
S90;W096;68,5
S89;W096;66,8
S88;W096;65,1
S87;W096;63,4
S86;W096;61,7
S85;W096;60
S84;W096;58,3
S83;W096;56,6
S82;W096;55
S81;W096;53,4
S80;W096;51,9
S79;W096;50,4
S78;W096;49
S77;W096;47,6
S76;W096;46,3
S75;W096;45
S74;W096;43,8
S73;W096;42,7
S72;W096;41,6
S71;W096;40,6
S70;W096;39,6
S69;W096;38,7
S68;W096;37,8
S67;W096;37
S66;W096;36,2
S65;W096;35,4
S64;W096;34,7
S63;W096;34
S62;W096;33,4
S61;W096;32,7
S60;W096;32,1
S59;W096;31,6
S58;W096;31
S57;W096;30,4
S56;W096;29,9
S55;W096;29,4
S54;W096;28,8
S53;W096;28,3
S52;W096;27,8
S51;W096;27,3
S50;W096;26,8
S49;W096;26,2
S48;W096;25,7
S47;W096;25,2
S46;W096;24,6
S45;W096;24,1
S44;W096;23,5
S43;W096;23
S42;W096;22,4
S41;W096;21,9
S40;W096;21,3
S39;W096;20,8
S38;W096;20,2
S37;W096;19,7
S36;W096;19,1
S35;W096;18,6
S34;W096;18
S33;W096;17,5
S32;W096;17
S31;W096;16,5
S30;W096;16
S29;W096;15,5
S28;W096;15
S27;W096;14,6
S26;W096;14,2
S25;W096;13,8
S24;W096;13,4
S23;W096;13
S22;W096;12,6
S21;W096;12,3
S20;W096;11,9
S19;W096;11,6
S18;W096;11,3
S17;W096;11,1
S16;W096;10,8
S15;W096;10,5
S14;W096;10,3
S13;W096;10,1
S12;W096;9,8
S11;W096;9,6
S10;W096;9,4
S09;W096;9,2
S08;W096;9,1
S07;W096;8,9
S06;W096;8,7
S05;W096;8,6
S04;W096;8,4
S03;W096;8,3
S02;W096;8,1
S01;W096;8
N00;W096;7,9
N01;W096;7,7
N02;W096;7,6
N03;W096;7,5
N04;W096;7,4
N05;W096;7,3
N06;W096;7,2
N07;W096;7,1
N08;W096;7
N09;W096;6,9
N10;W096;6,8
N11;W096;6,7
N12;W096;6,6
N13;W096;6,6
N14;W096;6,5
N15;W096;6,4
N16;W096;6,4
N17;W096;6,3
N18;W096;6,3
N19;W096;6,2
N20;W096;6,2
N21;W096;6,1
N22;W096;6,1
N23;W096;6,1
N24;W096;6,1
N25;W096;6
N26;W096;6
N27;W096;6
N28;W096;6
N29;W096;6
N30;W096;6
N31;W096;6
N32;W096;6
N33;W096;5,9
N34;W096;5,9
N35;W096;5,9
N36;W096;5,9
N37;W096;5,9
N38;W096;5,9
N39;W096;5,9
N40;W096;5,9
N41;W096;5,9
N42;W096;5,8
N43;W096;5,8
N44;W096;5,8
N45;W096;5,7
N46;W096;5,7
N47;W096;5,6
N48;W096;5,6
N49;W096;5,5
N50;W096;5,4
N51;W096;5,3
N52;W096;5,2
N53;W096;5,1
N54;W096;5
N55;W096;4,8
N56;W096;4,6
N57;W096;4,4
N58;W096;4,1
N59;W096;3,8
N60;W096;3,5
N61;W096;3
N62;W096;2,5
N63;W096;1,9
N64;W096;1,2
N65;W096;0,2
N66;W096;-0,9
N67;W096;-2,4
N68;W096;-4,2
N69;W096;-6,7
N70;W096;-9,9
N71;W096;-14,3
N72;W096;-20,3
N73;W096;-28,7
N74;W096;-40,2
N75;W096;-54,9
N76;W096;-71,2
N77;W096;-86,3
N78;W096;-98,3
N79;W096;107,1
N80;W096;113,2
N81;W096;117,5
N82;W096;120,5
N83;W096;122,6
N84;W096;124
N85;W096;125,1
N86;W096;126
N87;W096;126,6
N88;W096;127,2
N89;W096;127,9
N90;W096;128,5
S90;W095;67,5
S89;W095;65,8
S88;W095;64,1
S87;W095;62,4
S86;W095;60,8
S85;W095;59,1
S84;W095;57,4
S83;W095;55,8
S82;W095;54,2
S81;W095;52,6
S80;W095;51,1
S79;W095;49,7
S78;W095;48,3
S77;W095;46,9
S76;W095;45,6
S75;W095;44,4
S74;W095;43,2
S73;W095;42,1
S72;W095;41
S71;W095;40
S70;W095;39
S69;W095;38,1
S68;W095;37,3
S67;W095;36,4
S66;W095;35,7
S65;W095;34,9
S64;W095;34,2
S63;W095;33,6
S62;W095;32,9
S61;W095;32,3
S60;W095;31,7
S59;W095;31,2
S58;W095;30,6
S57;W095;30,1
S56;W095;29,5
S55;W095;29
S54;W095;28,5
S53;W095;28
S52;W095;27,5
S51;W095;27
S50;W095;26,5
S49;W095;26
S48;W095;25,4
S47;W095;24,9
S46;W095;24,4
S45;W095;23,9
S44;W095;23,3
S43;W095;22,8
S42;W095;22,2
S41;W095;21,7
S40;W095;21,1
S39;W095;20,6
S38;W095;20
S37;W095;19,5
S36;W095;18,9
S35;W095;18,4
S34;W095;17,9
S33;W095;17,4
S32;W095;16,8
S31;W095;16,3
S30;W095;15,9
S29;W095;15,4
S28;W095;14,9
S27;W095;14,5
S26;W095;14
S25;W095;13,6
S24;W095;13,2
S23;W095;12,8
S22;W095;12,5
S21;W095;12,1
S20;W095;11,8
S19;W095;11,5
S18;W095;11,2
S17;W095;10,9
S16;W095;10,6
S15;W095;10,4
S14;W095;10,1
S13;W095;9,9
S12;W095;9,7
S11;W095;9,5
S10;W095;9,3
S09;W095;9,1
S08;W095;8,9
S07;W095;8,7
S06;W095;8,5
S05;W095;8,4
S04;W095;8,2
S03;W095;8,1
S02;W095;7,9
S01;W095;7,8
N00;W095;7,7
N01;W095;7,5
N02;W095;7,4
N03;W095;7,3
N04;W095;7,2
N05;W095;7
N06;W095;6,9
N07;W095;6,8
N08;W095;6,7
N09;W095;6,6
N10;W095;6,5
N11;W095;6,4
N12;W095;6,3
N13;W095;6,3
N14;W095;6,2
N15;W095;6,1
N16;W095;6
N17;W095;6
N18;W095;5,9
N19;W095;5,9
N20;W095;5,8
N21;W095;5,8
N22;W095;5,7
N23;W095;5,7
N24;W095;5,6
N25;W095;5,6
N26;W095;5,6
N27;W095;5,5
N28;W095;5,5
N29;W095;5,5
N30;W095;5,4
N31;W095;5,4
N32;W095;5,4
N33;W095;5,4
N34;W095;5,3
N35;W095;5,3
N36;W095;5,3
N37;W095;5,3
N38;W095;5,2
N39;W095;5,2
N40;W095;5,2
N41;W095;5,1
N42;W095;5,1
N43;W095;5
N44;W095;4,9
N45;W095;4,9
N46;W095;4,8
N47;W095;4,7
N48;W095;4,6
N49;W095;4,5
N50;W095;4,4
N51;W095;4,2
N52;W095;4
N53;W095;3,9
N54;W095;3,7
N55;W095;3,4
N56;W095;3,1
N57;W095;2,8
N58;W095;2,5
N59;W095;2,1
N60;W095;1,6
N61;W095;1
N62;W095;0,3
N63;W095;-0,5
N64;W095;-1,4
N65;W095;-2,6
N66;W095;-4
N67;W095;-5,8
N68;W095;-8,1
N69;W095;-11
N70;W095;-14,8
N71;W095;-19,8
N72;W095;-26,4
N73;W095;-35,2
N74;W095;-46,5
N75;W095;-59,9
N76;W095;-73,9
N77;W095;-86,7
N78;W095;-97,2
N79;W095;105,1
N80;W095;110,9
N81;W095;115,1
N82;W095;118,2
N83;W095;120,5
N84;W095;122,1
N85;W095;123,4
N86;W095;124,4
N87;W095;125,2
N88;W095;126
N89;W095;126,7
N90;W095;127,5
S90;W094;66,5
S89;W094;64,9
S88;W094;63,2
S87;W094;61,5
S86;W094;59,8
S85;W094;58,2
S84;W094;56,5
S83;W094;54,9
S82;W094;53,4
S81;W094;51,8
S80;W094;50,4
S79;W094;48,9
S78;W094;47,5
S77;W094;46,2
S76;W094;44,9
S75;W094;43,7
S74;W094;42,5
S73;W094;41,4
S72;W094;40,4
S71;W094;39,4
S70;W094;38,5
S69;W094;37,6
S68;W094;36,7
S67;W094;35,9
S66;W094;35,2
S65;W094;34,4
S64;W094;33,7
S63;W094;33,1
S62;W094;32,5
S61;W094;31,9
S60;W094;31,3
S59;W094;30,7
S58;W094;30,2
S57;W094;29,7
S56;W094;29,2
S55;W094;28,7
S54;W094;28,2
S53;W094;27,7
S52;W094;27,2
S51;W094;26,7
S50;W094;26,2
S49;W094;25,7
S48;W094;25,2
S47;W094;24,7
S46;W094;24,1
S45;W094;23,6
S44;W094;23,1
S43;W094;22,6
S42;W094;22
S41;W094;21,5
S40;W094;20,9
S39;W094;20,4
S38;W094;19,9
S37;W094;19,3
S36;W094;18,8
S35;W094;18,2
S34;W094;17,7
S33;W094;17,2
S32;W094;16,7
S31;W094;16,2
S30;W094;15,7
S29;W094;15,2
S28;W094;14,8
S27;W094;14,3
S26;W094;13,9
S25;W094;13,5
S24;W094;13,1
S23;W094;12,7
S22;W094;12,3
S21;W094;12
S20;W094;11,6
S19;W094;11,3
S18;W094;11
S17;W094;10,7
S16;W094;10,5
S15;W094;10,2
S14;W094;10
S13;W094;9,7
S12;W094;9,5
S11;W094;9,3
S10;W094;9,1
S09;W094;8,9
S08;W094;8,7
S07;W094;8,5
S06;W094;8,3
S05;W094;8,2
S04;W094;8
S03;W094;7,9
S02;W094;7,7
S01;W094;7,6
N00;W094;7,4
N01;W094;7,3
N02;W094;7,2
N03;W094;7
N04;W094;6,9
N05;W094;6,8
N06;W094;6,7
N07;W094;6,6
N08;W094;6,4
N09;W094;6,3
N10;W094;6,2
N11;W094;6,1
N12;W094;6
N13;W094;5,9
N14;W094;5,9
N15;W094;5,8
N16;W094;5,7
N17;W094;5,6
N18;W094;5,5
N19;W094;5,5
N20;W094;5,4
N21;W094;5,3
N22;W094;5,3
N23;W094;5,2
N24;W094;5,2
N25;W094;5,1
N26;W094;5,1
N27;W094;5
N28;W094;5
N29;W094;4,9
N30;W094;4,9
N31;W094;4,9
N32;W094;4,8
N33;W094;4,8
N34;W094;4,7
N35;W094;4,7
N36;W094;4,6
N37;W094;4,6
N38;W094;4,5
N39;W094;4,5
N40;W094;4,4
N41;W094;4,3
N42;W094;4,3
N43;W094;4,2
N44;W094;4,1
N45;W094;4
N46;W094;3,9
N47;W094;3,7
N48;W094;3,6
N49;W094;3,4
N50;W094;3,3
N51;W094;3,1
N52;W094;2,8
N53;W094;2,6
N54;W094;2,3
N55;W094;2
N56;W094;1,7
N57;W094;1,3
N58;W094;0,8
N59;W094;0,3
N60;W094;-0,3
N61;W094;-1
N62;W094;-1,9
N63;W094;-2,8
N64;W094;-4
N65;W094;-5,4
N66;W094;-7,1
N67;W094;-9,3
N68;W094;-11,9
N69;W094;-15,2
N70;W094;-19,5
N71;W094;-25
N72;W094;-32
N73;W094;-40,8
N74;W094;-51,5
N75;W094;-63,6
N76;W094;-75,8
N77;W094;-86,8
N78;W094;-96
N79;W094;103,3
N80;W094;108,8
N81;W094;113
N82;W094;116,1
N83;W094;118,5
N84;W094;120,3
N85;W094;121,7
N86;W094;122,8
N87;W094;123,8
N88;W094;124,7
N89;W094;125,6
N90;W094;126,5
S90;W093;65,5
S89;W093;63,9
S88;W093;62,2
S87;W093;60,6
S86;W093;58,9
S85;W093;57,3
S84;W093;55,7
S83;W093;54,1
S82;W093;52,5
S81;W093;51
S80;W093;49,6
S79;W093;48,2
S78;W093;46,8
S77;W093;45,5
S76;W093;44,2
S75;W093;43
S74;W093;41,9
S73;W093;40,8
S72;W093;39,8
S71;W093;38,8
S70;W093;37,9
S69;W093;37
S68;W093;36,2
S67;W093;35,4
S66;W093;34,6
S65;W093;33,9
S64;W093;33,3
S63;W093;32,6
S62;W093;32
S61;W093;31,4
S60;W093;30,9
S59;W093;30,3
S58;W093;29,8
S57;W093;29,3
S56;W093;28,8
S55;W093;28,3
S54;W093;27,8
S53;W093;27,3
S52;W093;26,8
S51;W093;26,3
S50;W093;25,9
S49;W093;25,4
S48;W093;24,9
S47;W093;24,4
S46;W093;23,9
S45;W093;23,4
S44;W093;22,8
S43;W093;22,3
S42;W093;21,8
S41;W093;21,3
S40;W093;20,7
S39;W093;20,2
S38;W093;19,6
S37;W093;19,1
S36;W093;18,6
S35;W093;18
S34;W093;17,5
S33;W093;17
S32;W093;16,5
S31;W093;16
S30;W093;15,5
S29;W093;15
S28;W093;14,6
S27;W093;14,1
S26;W093;13,7
S25;W093;13,3
S24;W093;12,9
S23;W093;12,5
S22;W093;12,2
S21;W093;11,8
S20;W093;11,5
S19;W093;11,1
S18;W093;10,8
S17;W093;10,6
S16;W093;10,3
S15;W093;10
S14;W093;9,8
S13;W093;9,5
S12;W093;9,3
S11;W093;9,1
S10;W093;8,9
S09;W093;8,7
S08;W093;8,5
S07;W093;8,3
S06;W093;8,1
S05;W093;8
S04;W093;7,8
S03;W093;7,6
S02;W093;7,5
S01;W093;7,3
N00;W093;7,2
N01;W093;7
N02;W093;6,9
N03;W093;6,8
N04;W093;6,6
N05;W093;6,5
N06;W093;6,4
N07;W093;6,3
N08;W093;6,1
N09;W093;6
N10;W093;5,9
N11;W093;5,8
N12;W093;5,7
N13;W093;5,6
N14;W093;5,5
N15;W093;5,4
N16;W093;5,3
N17;W093;5,2
N18;W093;5,1
N19;W093;5,1
N20;W093;5
N21;W093;4,9
N22;W093;4,8
N23;W093;4,8
N24;W093;4,7
N25;W093;4,6
N26;W093;4,6
N27;W093;4,5
N28;W093;4,4
N29;W093;4,4
N30;W093;4,3
N31;W093;4,3
N32;W093;4,2
N33;W093;4,2
N34;W093;4,1
N35;W093;4
N36;W093;4
N37;W093;3,9
N38;W093;3,8
N39;W093;3,7
N40;W093;3,6
N41;W093;3,5
N42;W093;3,4
N43;W093;3,3
N44;W093;3,2
N45;W093;3,1
N46;W093;2,9
N47;W093;2,7
N48;W093;2,6
N49;W093;2,4
N50;W093;2,1
N51;W093;1,9
N52;W093;1,6
N53;W093;1,3
N54;W093;1
N55;W093;0,6
N56;W093;0,2
N57;W093;-0,3
N58;W093;-0,9
N59;W093;-1,5
N60;W093;-2,2
N61;W093;-3,1
N62;W093;-4,1
N63;W093;-5,2
N64;W093;-6,6
N65;W093;-8,3
N66;W093;-10,2
N67;W093;-12,7
N68;W093;-15,6
N69;W093;-19,3
N70;W093;-23,9
N71;W093;-29,7
N72;W093;-36,8
N73;W093;-45,5
N74;W093;-55,5
N75;W093;-66,3
N76;W093;-77
N77;W093;-86,7
N78;W093;-95
N79;W093;101,6
N80;W093;106,9
N81;W093;110,9
N82;W093;114,1
N83;W093;116,5
N84;W093;118,4
N85;W093;120
N86;W093;121,3
N87;W093;122,4
N88;W093;123,4
N89;W093;124,5
N90;W093;125,5
S90;W092;64,5
S89;W092;62,9
S88;W092;61,3
S87;W092;59,6
S86;W092;58
S85;W092;56,4
S84;W092;54,8
S83;W092;53,2
S82;W092;51,7
S81;W092;50,2
S80;W092;48,8
S79;W092;47,4
S78;W092;46,1
S77;W092;44,8
S76;W092;43,5
S75;W092;42,4
S74;W092;41,2
S73;W092;40,2
S72;W092;39,2
S71;W092;38,2
S70;W092;37,3
S69;W092;36,4
S68;W092;35,6
S67;W092;34,8
S66;W092;34,1
S65;W092;33,4
S64;W092;32,8
S63;W092;32,1
S62;W092;31,5
S61;W092;31
S60;W092;30,4
S59;W092;29,9
S58;W092;29,4
S57;W092;28,9
S56;W092;28,4
S55;W092;27,9
S54;W092;27,4
S53;W092;26,9
S52;W092;26,5
S51;W092;26
S50;W092;25,5
S49;W092;25
S48;W092;24,6
S47;W092;24,1
S46;W092;23,6
S45;W092;23,1
S44;W092;22,6
S43;W092;22
S42;W092;21,5
S41;W092;21
S40;W092;20,5
S39;W092;19,9
S38;W092;19,4
S37;W092;18,9
S36;W092;18,4
S35;W092;17,8
S34;W092;17,3
S33;W092;16,8
S32;W092;16,3
S31;W092;15,8
S30;W092;15,3
S29;W092;14,8
S28;W092;14,4
S27;W092;13,9
S26;W092;13,5
S25;W092;13,1
S24;W092;12,7
S23;W092;12,3
S22;W092;11,9
S21;W092;11,6
S20;W092;11,3
S19;W092;10,9
S18;W092;10,6
S17;W092;10,3
S16;W092;10,1
S15;W092;9,8
S14;W092;9,5
S13;W092;9,3
S12;W092;9,1
S11;W092;8,9
S10;W092;8,6
S09;W092;8,4
S08;W092;8,2
S07;W092;8,1
S06;W092;7,9
S05;W092;7,7
S04;W092;7,5
S03;W092;7,4
S02;W092;7,2
S01;W092;7,1
N00;W092;6,9
N01;W092;6,8
N02;W092;6,6
N03;W092;6,5
N04;W092;6,3
N05;W092;6,2
N06;W092;6,1
N07;W092;5,9
N08;W092;5,8
N09;W092;5,7
N10;W092;5,6
N11;W092;5,5
N12;W092;5,4
N13;W092;5,2
N14;W092;5,1
N15;W092;5
N16;W092;4,9
N17;W092;4,8
N18;W092;4,7
N19;W092;4,6
N20;W092;4,5
N21;W092;4,5
N22;W092;4,4
N23;W092;4,3
N24;W092;4,2
N25;W092;4,1
N26;W092;4
N27;W092;4
N28;W092;3,9
N29;W092;3,8
N30;W092;3,7
N31;W092;3,7
N32;W092;3,6
N33;W092;3,5
N34;W092;3,4
N35;W092;3,3
N36;W092;3,3
N37;W092;3,2
N38;W092;3,1
N39;W092;3
N40;W092;2,8
N41;W092;2,7
N42;W092;2,6
N43;W092;2,4
N44;W092;2,3
N45;W092;2,1
N46;W092;1,9
N47;W092;1,7
N48;W092;1,5
N49;W092;1,3
N50;W092;1
N51;W092;0,7
N52;W092;0,4
N53;W092;0
N54;W092;-0,4
N55;W092;-0,8
N56;W092;-1,4
N57;W092;-1,9
N58;W092;-2,6
N59;W092;-3,3
N60;W092;-4,2
N61;W092;-5,2
N62;W092;-6,3
N63;W092;-7,6
N64;W092;-9,2
N65;W092;-11,1
N66;W092;-13,3
N67;W092;-15,9
N68;W092;-19,2
N69;W092;-23,2
N70;W092;-28
N71;W092;-33,9
N72;W092;-41
N73;W092;-49,3
N74;W092;-58,6
N75;W092;-68,3
N76;W092;-77,8
N77;W092;-86,5
N78;W092;-93,9
N79;W092;100,1
N80;W092;105,1
N81;W092;109
N82;W092;112,2
N83;W092;114,7
N84;W092;116,7
N85;W092;118,4
N86;W092;119,8
N87;W092;121
N88;W092;122,2
N89;W092;123,3
N90;W092;124,5
S90;W091;63,5
S89;W091;61,9
S88;W091;60,3
S87;W091;58,7
S86;W091;57,1
S85;W091;55,5
S84;W091;53,9
S83;W091;52,4
S82;W091;50,9
S81;W091;49,4
S80;W091;48
S79;W091;46,7
S78;W091;45,3
S77;W091;44,1
S76;W091;42,9
S75;W091;41,7
S74;W091;40,6
S73;W091;39,5
S72;W091;38,6
S71;W091;37,6
S70;W091;36,7
S69;W091;35,9
S68;W091;35,1
S67;W091;34,3
S66;W091;33,6
S65;W091;32,9
S64;W091;32,3
S63;W091;31,6
S62;W091;31
S61;W091;30,5
S60;W091;29,9
S59;W091;29,4
S58;W091;28,9
S57;W091;28,4
S56;W091;27,9
S55;W091;27,5
S54;W091;27
S53;W091;26,5
S52;W091;26,1
S51;W091;25,6
S50;W091;25,2
S49;W091;24,7
S48;W091;24,2
S47;W091;23,7
S46;W091;23,3
S45;W091;22,8
S44;W091;22,3
S43;W091;21,8
S42;W091;21,2
S41;W091;20,7
S40;W091;20,2
S39;W091;19,7
S38;W091;19,2
S37;W091;18,6
S36;W091;18,1
S35;W091;17,6
S34;W091;17,1
S33;W091;16,6
S32;W091;16,1
S31;W091;15,6
S30;W091;15,1
S29;W091;14,6
S28;W091;14,2
S27;W091;13,7
S26;W091;13,3
S25;W091;12,9
S24;W091;12,5
S23;W091;12,1
S22;W091;11,7
S21;W091;11,4
S20;W091;11
S19;W091;10,7
S18;W091;10,4
S17;W091;10,1
S16;W091;9,8
S15;W091;9,6
S14;W091;9,3
S13;W091;9,1
S12;W091;8,8
S11;W091;8,6
S10;W091;8,4
S09;W091;8,2
S08;W091;8
S07;W091;7,8
S06;W091;7,6
S05;W091;7,4
S04;W091;7,3
S03;W091;7,1
S02;W091;6,9
S01;W091;6,8
N00;W091;6,6
N01;W091;6,5
N02;W091;6,3
N03;W091;6,2
N04;W091;6
N05;W091;5,9
N06;W091;5,7
N07;W091;5,6
N08;W091;5,5
N09;W091;5,4
N10;W091;5,2
N11;W091;5,1
N12;W091;5
N13;W091;4,9
N14;W091;4,7
N15;W091;4,6
N16;W091;4,5
N17;W091;4,4
N18;W091;4,3
N19;W091;4,2
N20;W091;4,1
N21;W091;4
N22;W091;3,9
N23;W091;3,8
N24;W091;3,7
N25;W091;3,6
N26;W091;3,5
N27;W091;3,4
N28;W091;3,3
N29;W091;3,2
N30;W091;3,1
N31;W091;3
N32;W091;3
N33;W091;2,9
N34;W091;2,8
N35;W091;2,6
N36;W091;2,5
N37;W091;2,4
N38;W091;2,3
N39;W091;2,2
N40;W091;2
N41;W091;1,9
N42;W091;1,7
N43;W091;1,6
N44;W091;1,4
N45;W091;1,2
N46;W091;0,9
N47;W091;0,7
N48;W091;0,4
N49;W091;0,2
N50;W091;-0,2
N51;W091;-0,5
N52;W091;-0,9
N53;W091;-1,3
N54;W091;-1,8
N55;W091;-2,3
N56;W091;-2,9
N57;W091;-3,6
N58;W091;-4,3
N59;W091;-5,2
N60;W091;-6,1
N61;W091;-7,2
N62;W091;-8,5
N63;W091;-10
N64;W091;-11,7
N65;W091;-13,8
N66;W091;-16,2
N67;W091;-19,1
N68;W091;-22,6
N69;W091;-26,7
N70;W091;-31,7
N71;W091;-37,7
N72;W091;-44,6
N73;W091;-52,5
N74;W091;-61
N75;W091;-69,8
N76;W091;-78,3
N77;W091;-86,1
N78;W091;-92,9
N79;W091;-98,7
N80;W091;103,4
N81;W091;107,2
N82;W091;110,4
N83;W091;112,9
N84;W091;115
N85;W091;116,7
N86;W091;118,3
N87;W091;119,6
N88;W091;120,9
N89;W091;122,2
N90;W091;123,5
S90;W090;62,5
S89;W090;60,9
S88;W090;59,3
S87;W090;57,7
S86;W090;56,2
S85;W090;54,6
S84;W090;53,1
S83;W090;51,6
S82;W090;50,1
S81;W090;48,6
S80;W090;47,3
S79;W090;45,9
S78;W090;44,6
S77;W090;43,4
S76;W090;42,2
S75;W090;41
S74;W090;39,9
S73;W090;38,9
S72;W090;37,9
S71;W090;37
S70;W090;36,1
S69;W090;35,3
S68;W090;34,5
S67;W090;33,7
S66;W090;33
S65;W090;32,4
S64;W090;31,7
S63;W090;31,1
S62;W090;30,6
S61;W090;30
S60;W090;29,5
S59;W090;29
S58;W090;28,5
S57;W090;28
S56;W090;27,5
S55;W090;27
S54;W090;26,6
S53;W090;26,1
S52;W090;25,7
S51;W090;25,2
S50;W090;24,8
S49;W090;24,3
S48;W090;23,9
S47;W090;23,4
S46;W090;22,9
S45;W090;22,4
S44;W090;21,9
S43;W090;21,4
S42;W090;20,9
S41;W090;20,4
S40;W090;19,9
S39;W090;19,4
S38;W090;18,9
S37;W090;18,4
S36;W090;17,8
S35;W090;17,3
S34;W090;16,8
S33;W090;16,3
S32;W090;15,8
S31;W090;15,3
S30;W090;14,8
S29;W090;14,4
S28;W090;13,9
S27;W090;13,5
S26;W090;13
S25;W090;12,6
S24;W090;12,2
S23;W090;11,8
S22;W090;11,5
S21;W090;11,1
S20;W090;10,8
S19;W090;10,5
S18;W090;10,1
S17;W090;9,8
S16;W090;9,6
S15;W090;9,3
S14;W090;9
S13;W090;8,8
S12;W090;8,6
S11;W090;8,3
S10;W090;8,1
S09;W090;7,9
S08;W090;7,7
S07;W090;7,5
S06;W090;7,3
S05;W090;7,1
S04;W090;7
S03;W090;6,8
S02;W090;6,6
S01;W090;6,5
N00;W090;6,3
N01;W090;6,1
N02;W090;6
N03;W090;5,8
N04;W090;5,7
N05;W090;5,5
N06;W090;5,4
N07;W090;5,3
N08;W090;5,1
N09;W090;5
N10;W090;4,8
N11;W090;4,7
N12;W090;4,6
N13;W090;4,4
N14;W090;4,3
N15;W090;4,2
N16;W090;4,1
N17;W090;4
N18;W090;3,8
N19;W090;3,7
N20;W090;3,6
N21;W090;3,5
N22;W090;3,4
N23;W090;3,3
N24;W090;3,2
N25;W090;3,1
N26;W090;2,9
N27;W090;2,8
N28;W090;2,7
N29;W090;2,6
N30;W090;2,5
N31;W090;2,4
N32;W090;2,3
N33;W090;2,2
N34;W090;2,1
N35;W090;1,9
N36;W090;1,8
N37;W090;1,7
N38;W090;1,5
N39;W090;1,4
N40;W090;1,2
N41;W090;1
N42;W090;0,8
N43;W090;0,6
N44;W090;0,4
N45;W090;0,2
N46;W090;-0,1
N47;W090;-0,3
N48;W090;-0,6
N49;W090;-1
N50;W090;-1,3
N51;W090;-1,7
N52;W090;-2,2
N53;W090;-2,6
N54;W090;-3,2
N55;W090;-3,8
N56;W090;-4,4
N57;W090;-5,2
N58;W090;-6
N59;W090;-7
N60;W090;-8
N61;W090;-9,3
N62;W090;-10,7
N63;W090;-12,3
N64;W090;-14,2
N65;W090;-16,4
N66;W090;-19
N67;W090;-22,1
N68;W090;-25,7
N69;W090;-30
N70;W090;-35,1
N71;W090;-40,9
N72;W090;-47,6
N73;W090;-55
N74;W090;-62,9
N75;W090;-70,9
N76;W090;-78,6
N77;W090;-85,7
N78;W090;-91,9
N79;W090;-97,3
N80;W090;101,8
N81;W090;105,5
N82;W090;108,6
N83;W090;111,2
N84;W090;113,3
N85;W090;115,2
N86;W090;116,8
N87;W090;118,3
N88;W090;119,7
N89;W090;121,1
